,report_received_date,nhtsa_id,recall_link,manufacturer,subject,component,mfr_campaign_number,recall_type,potentially_affected,defect_summary,consequence_summary,corrective_action,fire_risk_when_parked,do_not_drive,completion_rate
1814,2022-03,22V146000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V146000', 'description': 'Go to Recall'}","Altec Industries, Inc.",Missing Carbon Monoxide Detectors,EQUIPMENT,CSN 854,Vehicle,46,"Altec Industries, Inc. (Altec) is recalling certain 2017-2021 SK185-MP, and SKC landscaping spray vans.  The vehicles are not equipped with carbon monoxide detectors.","Elevated levels of carbon monoxide gas may not be detected, increasing the risk of injury.","Altec will install a carbon monoxide detector and safety alert placard, free of charge.  Owner notification letters were mailed on May 6, 2022.  Owners may contact Altec's customer service at 1-877-462-5832.  Altec's number for this recall is CSN 864.",No,No,2.17
1815,2022-03,22V145000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V145000', 'description': 'Go to Recall'}",Ford Motor Company,Improperly Installed Steering Shaft Bolt,STEERING,22S13,Vehicle,72,"Ford Motor Company (Ford) is recalling certain 2020-2022 F-59 vehicles.  The bolt that secures the intermediate steering shaft to the steering gear box may be improperly tightened, which could result in separation of the intermediate steering shaft from the steering gear box.","Separation of the intermediate steering shaft from the steering gear box can result in the loss of steering control, increasing the risk of a crash.","Dealers will inspect the intermediate shaft bolt, replacing it if necessary, free of charge.  Owner notification letters were mailed April 1, 2022.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 22S13.",No,No,66.67
1816,2022-03,22V151000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V151000', 'description': 'Go to Recall'}",Ford Motor Company,Blank or Distorted Rearview Camera Image,BACK OVER PREVENTION,22S14,Vehicle,78376,Ford Motor Company (Ford) is recalling certain 2021-2022 Edge vehicles.  A software error may cause the rearview camera to display a blank or distorted image when the vehicle is in reverse.,"A rearview camera that displays a blank or distorted image can reduce the driver's view of what is behind the vehicle, increasing the risk of a crash.","The rearview camera software will be updated by a dealer, or through an over-the-air (OTA) update, free of charge.  Owner notification letters were mailed on April 29, 2022.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 22S14.",No,No,94.58
1817,2022-03,22E017000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22E017000', 'description': 'Go to Recall'}","Chrysler (FCA US, LLC)",ESC Light May Not Indicate Malfunction/FMVSS 126,ELECTRONIC STABILITY CONTROL,Z25,Equipment,1451,"Chrysler (FCA US, LLC) is recalling certain Mopar Anti-lock Brake System (ABS) Control Modules.  Please refer to the recall report for a complete list of part numbers.  The ABS control module software may prevent the electronic stability control (ESC) malfunction indicator light from illuminating during certain conditions.  As such, these modules fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 126, ""Electronic Stability Control Systems.""","An ESC malfunction indicator light that fails to illuminate during an electronic stability control problem, can increase the risk of a crash.","Dealers will update the software, repurchase, or replace the ABS control modules, free of charge.  Owner notification letters were mailed on May 5, 2022.  Owners may contact FCA US LLC customer service at 1-800-853-1403.  FCA US LLC's number for this recall is Z25.",No,No,0
1818,2022-03,22V140000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V140000', 'description': 'Go to Recall'}","Chrysler (FCA US, LLC)",ESC Light May Not Indicate Malfunction/FMVSS 126,ELECTRONIC STABILITY CONTROL,Z20,Vehicle,370437,"Chrysler (FCA US, LLC) is recalling certain 2019-2022 Ram 2500 and 2021-2022 Dodge Durango vehicles, and 2019-2022 3500 cab chassis with GVWR less than 10,000 lbs.  The ABS control module software may prevent the electronic stability control (ESC) malfunction indicator light from illuminating during certain conditions.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 126, ""Electronic Stability Control Systems.""",An ESC malfunction indicator light that fails to illuminate during an electronic stability control problem can increase the risk of a crash.,"Dealers will update the ABS control module software, free of charge.  Owner notification letters were mailed March 29, 2022.  Owners may contact FCA US, LLC customer service at 1-800-853-1403.  FCA US, LLC's number for this recall is Z20.",No,No,75.86
1819,2022-03,22V141000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V141000', 'description': 'Go to Recall'}","General Motors, LLC",Taillight Malfunction/FMVSS 108,EXTERIOR LIGHTING,N222359830,Vehicle,9,"General Motors, LLC (GM) is recalling certain 2022 GMC Hummer EV vehicles.  Taillight software can cause one or both rear taillights to become inoperative, or remain fully or partially illuminated.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 108, ""Lamps, Reflective Devices, and Associated Equipment.""","A taillight that fails to illuminate or illuminates incorrectly may reduce the visibility of the vehicle, or communicate incorrect information to other drivers, increasing the risk of a crash.","Dealers will inspect and replace as necessary, the left and/or right rear taillight assemblies.  Owner notification letters were not required but all vehicles were remedied as of March 17, 2022.  Owners may contact GMC customer service at 1-800-462-8782.  GM's number for this recall is N222359830.",No,No,100
1820,2022-03,22V139000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V139000', 'description': 'Go to Recall'}","Maintainer Corporation of Iowa, Inc.",Output Inductor May Contact Frame,ELECTRICAL SYSTEM,NR (Not Reported),Vehicle,17,"Maintainer Corporation of Iowa, Inc. (Maintainer) is recalling certain 2021-2022 Maintainer crane equipped truck bodies with a Miller Enpak.  The output inductor may contact the frame of the Enpak, causing an electric arc.",An electric arc increases the risk of a fire.,"Dealers will install a new cross bracket, free of charge.  Owner notification letters were mailed on March 21, 2022.  Owners may contact Maintainer's customer service at 1-800-831-8588.",No,No,70.59
1821,2022-03,22V134000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V134000', 'description': 'Go to Recall'}","Daimler Vans USA, LLC",Fuel Hose Leak in Engine Compartment,"FUEL SYSTEM, GASOLINE",VS2KRAUCH,Vehicle,42132,"Daimler Vans USA, LLC (DVUSA) is recalling certain 2017-2022 Mercedes-Benz Metris vehicles.  The connection of the upper and lower fuel hoses to the engine may be insecure, which can result in a fuel leak.",A fuel leak in the presence of an ignition source can increase the risk of a fire.,"Dealers will inspect and repair the fuel hose connections, and replace the clamps and fuel hose, as necessary, free of charge.  Owner notification letters were mailed May 5, 2022.  Owners may contact DVUSA customer service at 1-877-762-8267.  DVUSA's number for this recall is VS2KRAUCH.",No,No,51.75
1822,2022-03,22V138000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V138000', 'description': 'Go to Recall'}","Terex South Dakota, Inc.",Emergency Stop Controls Malfunction,EQUIPMENT,SN708,Vehicle,17,"Terex South Dakota, Inc. (Terex) is recalling certain 2016-2021 OM, Optima-HRX, and TCX aerial devices with dual platforms.  The upper control stations' emergency stop controls may not stop all boom functions, resulting in unintended boom movement.",Unintended boom movement increases the risk of injury.,"Dealers will install engine stop/start controls at both control stations, as necessary, and install placards, free of charge.   Owner notification letters were mailed on April 13, 2022.  Owners may contact Terex's customer service at 1-605-882-4000.  Terex's number for this recall is SN708.",No,No,58.82
1823,2022-03,22V137000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V137000', 'description': 'Go to Recall'}","General Motors, LLC",Headlight Reflection May Cause Glare/FMVSS 108,EXTERIOR LIGHTING,N222363740,Vehicle,740581,"General Motors, LLC (GM) is recalling certain 2010-2017 GMC Terrain vehicles.  A reflection caused by the headlight housings may illuminate areas above the vehicle and outside of the driver's view with excessively bright light.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 108, ""Lamps, Reflective Devices, and Associated Equipment.""","The bright reflection may cause a glare for other drivers, reducing their visibility and increasing the risk of a crash.","Dealers will install headlamp appliques, free of charge.  Owner notification letters were mailed September 8, 2022.  Owners may contact GMC customer service at 1-800-462-8782.  GM's number for this recall is N222363740.",No,No,27.29
1824,2022-03,22V131000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V131000', 'description': 'Go to Recall'}","Daimler Vans USA, LLC",Torsion Bar Assembled Incorrectly,SUSPENSION,VS3VADREH,Vehicle,2153,"Daimler Vans USA, LLC. (DVUSA) is recalling certain 2021 Mercedes-Benz Sprinter vehicles.  The shim on the torsion bar was installed incorrectly during assembly.","An incorrectly assembled torsion bar may fail at the connection between the torsion bar and linkage, resulting in a loss of vehicle stability, and increasing the risk of a crash.","Dealers will correct the position of the shim and replace the torsion bar linkages, free of charge.  Owner notification letters were mailed August 16, 2022.  Owners may contact DVUSA customer service at 1-877-762-8267.  DVUSA's number for this recall is VS3VADREH.",No,No,85.32
1825,2022-03,22V136000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V136000', 'description': 'Go to Recall'}",Triple E Recreational Vehicles,Refrigerator Exhaust May Cause Fire,EQUIPMENT,CA#10050-1,Vehicle,964,"Triple E Recreational Vehicles (Triple E) is recalling 2010-2014 Unity U24MB, U24CB, Libero L24CB, Serenity S24CB, 2012-2014 Unity U24IB, and 2013-2014 Unity U24TB motorhomes.  The refrigerator exhaust metal deflectors are missing, allowing the exhaust to vent directly onto the wood frame, which can overheat the wood.",An overheated wood frame could ignite and cause a fire.,"Dealers will install metal heat deflectors and screws, free of charge.  Owner notification letters were mailed March 31, 2022.  Owners may contact Triple E customer service at 1-877-992-9906.  Triple E's number for this recall is CA#10050-1.",No,No,16.13
1826,2022-03,22V135000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V135000', 'description': 'Go to Recall'}","Forest River, Inc.",Loose Wiring May Cause Fire,ELECTRICAL SYSTEM,51-1485,Vehicle,1009,"Forest River, Inc. (Forest River) is recalling certain 2022 Coachmen Catalina, Aurora, Apex, Freedom Express, Spirit, Work N Play, Forest River XLR Toy Hauler, Vengeance, Sabre, Cherokee, and Cardinal travel trailers and fifth wheels.  The wire cord that connects to the back of the 50AMP shore power inlet may be loose.","Loose wires may contact each other and cause an electrical short, increasing the risk of a fire.","Dealers will replace the shore cord inlet, free of charge.  Owner notification letters were mailed April 5, 2022.  Owners may contact the following customer service numbers: Forest River 1-574-825-4995; Catalina & Aurora 1-574-825-8657; APEX 1-574-825-8205; Freedom Express & Work n Play 1-574-825-6302; Cardinal 1-574-296-7700; Cherokee and Vengeance 1-260-499-2100; Sabre 1-574-642-2100; and XLR 1-574-642-0432.  Forest River's number for this recall is 51-1485.",No,No,59.76
1827,2022-03,22V130000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V130000', 'description': 'Go to Recall'}","Yamaha Motor Corporation, USA",Improperly Programmed ECU May Cause Engine Stall,ENGINE AND ENGINE COOLING,990158,Vehicle,3594,"Yamaha Motor Corporation, USA (Yamaha) is recalling certain 2021-2022 MT-09, MT-09 SP, and MTT9GT (Tracer 9 GT) motorcycles.  Improper electronic control unit (ECU) programming may limit the throttle response, cause an engine stall, or fail to illuminate the engine warning light when a system error occurs.","Limited throttle response, engine stall, or a missing warning light can increase the risk of a crash.","Owners should not operate their motorcycle, other than to take it to a dealer, until the remedy is performed.  Dealers will reprogram the ECU, free of charge.  Owner notification letters were mailed March 17, 2022.  Owners may contact Yamaha customer service at 1-866-894-1626.  Yamaha's number for this recall is 990158.",No,Yes,67.78
1828,2022-03,22V132000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V132000', 'description': 'Go to Recall'}",Ubco Bikes US LLC,Loose Gear May Contact Hub Motor,ELECTRICAL SYSTEM,UBCO-CS-00017,Vehicle,396,Ubco Bikes US LLC (Ubco) is recalling certain 2021-2022 Ubco 2X2 ADV motorcycles.  A gear in the wheel hub may loosen and contact the hub motor.,"Contact between the gear and hub motor may cause the wheel to seize, leading to a loss of control and increasing the risk of a crash.","Dealers will inspect and replace the hub motor as necessary, free of charge.  Owner notification letters were mailed by May 5, 2022.  Owners may contact Ubco customer service at 1-541-357-4067.  Ubco's number for this recall is UBCO-CS-00017.",No,No,59.09
1829,2022-03,22V126000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V126000', 'description': 'Go to Recall'}","Midwest Automotive Designs, LLC",Electronic Control Center Circuit Board May Short,ELECTRICAL SYSTEM,NR (Not Reported),Vehicle,8,"Midwest Automotive Designs, LLC (Midwest) is recalling certain 2018-2020 Passage, Weekender, and Daycruiser Sprinter Vans equipped with a Multiplex G9 unit used for controlling equipment and accessories in the motorhome.  Excessive voltage may cause the components on the board to become damaged.","A damaged circuit board may overheat, and increase the risk of a fire.","Midwest has notified owners, and provided an additional circuit module, free of charge.  All repairs have been performed and therefore no owner notification letters will be sent.  Owners may contact Midwest's customer service at 1-574-522-4878.",No,No,100
1830,2022-03,22V124000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V124000', 'description': 'Go to Recall'}","Mercedes-Benz USA, LLC",Unsecured Air Bag Control Unit,AIR BAGS,2022030024,Vehicle,14,"Mercedes-Benz USA, LLC (MBUSA) is recalling certain 2021 S580 4Matic vehicles.  The air bag control unit may be improperly secured and may result in an unintentional air bag or seat belt deployment, or an improper deployment in the event of a crash.",Unintentional or improper deployment of air bags and/or seat belts can increase the risk of a crash or injury.,"Dealers will inspect and tighten the air bag control unit fastening nuts, as necessary, free of charge.  Owner notification letters were mailed April 15, 2022.  Owners may contact MBUSA customer service at 1-800-637-6372.  MBUSA's number for this recall is 2022030024.",No,No,85.71
1831,2022-03,22V127000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V127000', 'description': 'Go to Recall'}","Kia America, Inc.",Seat Belt Pretensioners May Explode,SEAT BELTS,SC231,Vehicle,213,"Kia Motors America (Kia) is recalling certain 2022 Sorento Hybrid and Sorento Plug-in Hybrid vehicles.  In the event of a crash, the front driver-side and/or passenger-side seat belt pretensioner(s) may explode upon deployment.","An exploding seat belt pretensioner can project metal fragments into the vehicle, striking vehicle occupants and resulting in injury.","Dealers will replace the seatbelt pretensioner(s), free of charge.  Owner notification letters were mailed May 3, 2022.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC231.  This recall is replaced by NHTSA recall number 22V-447.  Vehicles already repaired under this recall will need to have the new remedy completed.",No,No,0
1832,2022-03,22V128000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V128000', 'description': 'Go to Recall'}","Hino Motors Sales U.S.A., Inc.",Low Air Pressure May Apply Parking Brake,"SERVICE BRAKES, AIR",M0360,Vehicle,141,"Hino Motors Sales U.S.A., Inc. (Hino) is recalling certain 2022 NJ7A vehicles.  The charge pipe flare nut attached to the air compressor may not have been tightened properly, resulting in low air pressure in the system.","Low air pressure may cause the parking brake to apply automatically, increasing the risk of a crash.","Dealers will tighten the charge pipe flare nut, free of charge.  Owner notification letters were mailed on March 28, 2022.  Owners may contact Hino's customer service at 1-248-699-9390.  Hino's number for this recall is M0360.",No,No,89.36
1833,2022-03,22V125000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V125000', 'description': 'Go to Recall'}","Mercedes-Benz USA, LLC",Loose Rear Brake Caliper Housing Fasteners,"SERVICE BRAKES, HYDRAULIC",2022030006,Vehicle,4,"Mercedes-Benz USA, LLC (MBUSA) is recalling certain 2020 AMG CLA 35 and 2021 GLA 250 vehicles.  The rear brake caliper housing fasteners may be loose, which can reduce brake performance or cause rear brake components to detach from the vehicle.","Reduced brake performance can increase the risk of a crash.  In addition, detached brake components can create a road hazard, and increase the risk of a crash for other drivers.","Dealers will inspect and tighten the fasteners on the rear brake caliper housings, as necessary, free of charge.  Owner notification letters were mailed March 25, 2022.  Owners may contact MBUSA customer service at 1-800-367-6372.",No,No,100
1834,2022-03,22V122000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V122000', 'description': 'Go to Recall'}","Kawasaki Motors Corp., U.S.A.",Inoperable Horn,ELECTRICAL SYSTEM,MC22-03,Vehicle,1660,"Kawasaki Motors Corp., U.S.A. (KMC) is recalling certain 2019-2020 EJ800C and 2020-2022 EJ800D motorcycles.  The harness securing the vehicle's horn may break due to engine vibration, causing the horn to become inoperable.",An inoperable horn may increase the risk of a crash.,"Dealers will replace the horn, the horn mount bracket, and the horn harness, free of charge.  Interim notification letters informing owners of the safety risk were mailed April 4, 2022.  Remedy parts are expected to become available in May 2022.  Owners may contact KMC customer service at 1-866-802-9381.  KMC's number for this recall is MC22-03.",No,No,53.73
1835,2022-03,22V121000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V121000', 'description': 'Go to Recall'}","Jayco, Inc.",Damaged Valve Stem May Cause Loss of Tire Pressure,TIRES,FL912 21V-921,Vehicle,2643,"Jayco, Inc. (Jayco) is recalling certain 2019-2022 Seneca, Seneca Prestige, Entegra Accolade and Accolade XL motorhomes.  The tire valve stem extension for the inner wheel may come into contact with the outer wheel rim opening and become damaged.","Damage to the valve stem extension may result in a loss of tire pressure of the inner wheel, increasing the risk of a crash.","Daimler Trucks North America, LLC will remove the inner valve stem extension and stabilizer, free of charge.  Owner notification letters were mailed April 28, 2022.  Owners may contact Jayco customer service at 1-800-283-8267.  Jayco's number for this recall is FL912 21V-921.",No,No,0
1836,2022-03,22V123000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V123000', 'description': 'Go to Recall'}",Hyundai Motor America,Seat Belt Pretensioner May Explode,SEAT BELTS,220,Vehicle,140,"Hyundai Motor America (Hyundai) is recalling certain 2022 Elantra and Elantra HEV vehicles.  In the event of a crash, the front passenger-side seat belt pretensioner may explode upon deployment.","An exploding seat belt pretensioner can project metal fragments into the vehicle, striking vehicle occupants and resulting in injury.","Dealers will replace the seat belt pretensioners, free of charge.  Owner notification letters were mailed May 19, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 220.  This recall is an expansion of NHTSA recall numbers 21V-796 and 22V-069.  This recall is replaced by NHTSA recall number 22V-354.  Vehicles already repaired under this recall will need to have the new remedy completed.",No,No,0
1837,2022-03,22E016000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22E016000', 'description': 'Go to Recall'}",Pony.ai,Software Error May Cause ADS Shutdown,ELECTRICAL SYSTEM,NR (Not Reported),Equipment,3,"Pony.ai is recalling certain Automated Driving Systems (ADS) with software version v2_20210712, and subsequent versions through v2_20210920_RC38, and v2_20211004.  A software error may cause the ADS to shutdown unexpectedly while the vehicle is moving.",An unexpected ADS shutdown while in motion can increase the risk of a crash.,"Pony.ai updated the ADS software code, free of charge.  All affected vehicles have been repaired.",No,No,100
1838,2022-03,22V118000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V118000', 'description': 'Go to Recall'}","Daimler Trucks North America, LLC",Cracked Brake Drum May Cause Loss of Brakes,"SERVICE BRAKES, AIR",FL-920,Vehicle,11,"Daimler Trucks North America, LLC (DTNA) is recalling certain 2020-2022 Freightliner M2 vehicles.  The brake drum may contact the hub assembly, causing the brake drum to crack.",A cracked brake drum can cause a loss of brake function and increase the risk of a crash.,"All vehicles have been remedied, therefore no owner notification letters are necessary.  Owners may contact DTNA customer service at 1-800-547-0712.  DTNA's number for this recall is FL-920.",No,No,100
1839,2022-03,22V117000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V117000', 'description': 'Go to Recall'}",Keystone RV Company,Circuit Not Properly Grounded,ELECTRICAL SYSTEM,22-424,Vehicle,95,Keystone RV Company (Keystone) is recalling certain 2022 Crossroads Sunset 330SI travel trailers.  The outside receptacle electrical circuit may not be properly protected by a ground-fault circuit interrupter (GFCI).,"An unprotected electrical circuit can cause electric shock, increasing the risk of an injury.","Dealers will wire the circuit so that the outside receptacle is protected, free of charge.  Owner notification letters are expected to be mailed April 25, 2022.  Owners may contact Keystone customer service at 1-866-425-4369.  Keystone's number for this recall is 22-424.",No,No,60.87
1840,2022-03,22V119000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V119000', 'description': 'Go to Recall'}","BMW of North America, LLC",PCV Heater May Short Circuit,ENGINE AND ENGINE COOLING,NR (Not Reported),Vehicle,917106,"BMW of North America, LLC (BMW) is recalling certain 2008-2013 1 Series Coupe (128i); 2007-2013 3 Series Coupe (328i, 328xi, 328i xDrive); 2007-2010 X3 SAV (X3 3.0si, X3 xDrive30i); 2008-2013 1 Series Convertible (128i); 2006-2011 3 Series Sedan (325i, 325xi, 328i, 328xi, 328i xDrive, 330i, 330xi); 2006-2012 3 Series Wagon (328i, 328i xDrive); 2007-2013 3 Series Convertible (328i); 2006-2010 5 Series Sedan (525i, 525xi, 528i, 528xi, 530i, 530xi); 2006-2007 5 Series Wagon (530xi); 2007-2010 X5 SAV (X5 3.0si, X5 xDrive30i); 2006-2008 Z4 Coupe (Z4 3.0si); and 2006-2011 Z4 Roadster (Z4 3.0i, Z4 3.0si, Z4 sDrive30i) vehicles.  The heater for the positive crankcase ventilation (PCV) valve may short circuit.","An electrical short can cause the PCV valve heater to overheat, increasing the risk of a fire while driving or, soon after driving when parked.","This recall supersedes and expands previous NHTSA recalls 17V-683 and 19V-273.  Dealers will install an electrical wiring harness with fuse protection for the PCV Valve heater in potentially affected vehicles, free of charge.  This recall supersedes and expands previous NHTSA recalls 17V-683 and 19V-273.  Vehicles previously repaired under the prior recalls will need to come back for the new recall remedy.  The remedy is currently being developed.  Interim owner notification letters informing owners of the safety risk were mailed on April 1, 2022.  Owner notification letters were mailed on July 22, 2022.  Owners may contact BMW customer service at 1-800-525-7417.",No,No,22.68
1841,2022-03,22V120000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V120000', 'description': 'Go to Recall'}",AEBI-Schmidt,Fuel Tubes May Crack and Leak Fuel,"FUEL SYSTEM, DIESEL",NR (Not Reported),Vehicle,1,"AEBI-Schmidt (AEBI) is recalling one 2019 MB3 vehicle.  The fuel tubes between the fuel rail and the injectors for cylinders four, five, and six may fatigue and crack, which can result in a high pressure fuel leak.",A high pressure fuel leak in the presence of an ignition source can increase the risk of a fire.,"Cummins' dealers will replace the fuel tubes, and install vibration isolators, free of charge.  Owner notification letters were mailed on March 7, 2022.  Owners may contact AEBI's customer service at 1-920-898-1035.",No,No,100
1842,2022-03,22E015000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22E015000', 'description': 'Go to Recall'}",Marion Body Works Inc.,High Pressure Fuel Rail Assembly May Leak Fuel,"FUEL SYSTEM, DIESEL",20E-032,Equipment,3,"Marion Body Works Inc. (Marion) is recalling certain 2021 Freightliner M2, 2020 Kenworth T3, and 2018 International SR525 emergency vehicles equipped with certain Cummins diesel engines.  The sealing washer may not seat correctly in the pilot bore holes, allowing the high-pressure fuel rail assembly to leak.",A fuel leak in the presence of an ignition source increases the risk of a fire.,"Cummins service centers will inspect the rail threads and fuel lines, and replace the rail as necessary, free of charge.  Owner notification letters were mailed on March 7, 2022.  Owners may contact Marion's customer service at 1-715-754-5261.  Marion's number for this recall is 20E-032.",No,No,0
1843,2022-03,22V115000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V115000', 'description': 'Go to Recall'}",Volvo Trucks North America,Improperly Bolted Cabinets,STRUCTURE,RVXX2201,Vehicle,209,Volvo Trucks North America (Volvo Trucks) is recalling certain 2022-2023 VN L4 and L4E (Sleeper) trucks.  The cabinets may be improperly secured to the walls due to the bolts being installed without the required washers.,"Improperly secured cabinets can detach during a crash, increasing the risk of injury.","Dealers will install washers to the existing bolts, free of charge.  Owner notification letters were mailed March 17, 2022.  Owners may contact Volvo Trucks' customer service at 1-800-528-6586.  Volvo Trucks' number for this recall is RVXX2201.",No,No,73.68
1844,2022-03,22V116000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V116000', 'description': 'Go to Recall'}",Pierce Manufacturing,Improperly Crimped Lifting Cable,EQUIPMENT,21E075,Vehicle,1,Pierce Manufacturing (Pierce) is recalling one 2021 Arrow XT firetruck equipped with a Cummins generator set.  The lifting cables may be improperly crimped.,"An improperly crimped cable may come out of place during a lifting operation, possibly causing the generator set to fall, increasing the risk of injury.","Cummins will inspect the lifting cable, and either replace the cable or install a warning label, free of charge.  Owner notification letters were mailed on October 8, 2021.  Owners may contact Pierce's customer service at 1-888-974-3723.",No,No,0
1845,2022-02,22V113000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V113000', 'description': 'Go to Recall'}","Legend Manufacturing, Inc.",Trailer and Tow Vehicle May Separate,EQUIPMENT,NR (Not Reported),Vehicle,85,"Legend Manufacturing, Inc. (Legend) is recalling certain 2022 TV and EV trailers.  The coupler was improperly welded, which may cause the trailer to separate from the tow vehicle.",Trailer separation from the tow vehicle can increase the risk of a crash.,"Dealers will inspect and replace the coupler, as necessary, free of charge.  Owner notification letters were mailed on March 3, 2022.  Owners may contact Legend's customer service at 1-989-227-0800.",No,No,44.87
1846,2022-02,22V114000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V114000', 'description': 'Go to Recall'}","Proterra Operating Company, Inc.",Steering Gearbox May Loosen,STEERING,SC-22-040,Vehicle,724,"Proterra, Inc. (Proterra) is recalling certain 2017-2019 35 foot Catalyst E2, 2017-2019 40 foot E2, 2020-2021 35 foot RR, 2019-2020 40 foot RR, 2019-2022 40 foot ZX5, and 2020-2022 35 foot ZX5 buses.  The plexus adhesive between the torque limiter plate and the bus body may be insufficient, causing the bolts that secure the steering gearbox to loosen.","A loose steering gearbox can cause a loss of steering control, increasing the risk of a crash.","Dealers will install a mechanical fastener and new bolts on the steering gearbox, and install a new torque plate, as necessary, free of charge.  Owner notification letters were mailed October 7, 2022.  Owners may contact Proterra's customer service at 1-864-438-0000.",No,No,78.87
1847,2022-02,22V112000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V112000', 'description': 'Go to Recall'}","Mercedes-Benz USA, LLC",Unsecured Electrical Connections May Cause Fire,ELECTRICAL SYSTEM,2022030019,Vehicle,24,"Mercedes-Benz USA, LLC (MBUSA) is recalling certain 2022 EQS 450, EQS 450+, EQS 580 4Matic, and AMG EQS 53 4Matic+ vehicles.  The ground connection on the front-left longitudinal member and an electrical connection for the electric auxiliary heater in the engine compartment may be improperly secured.","Improperly secured electrical connections can increase the risk of a fire.  In addition, an improperly secured ground connection may cause the left headlight to not function, affecting visibility and increasing the risk of a crash.","Dealers will inspect the ground connection and the auxiliary heater electrical connection, and repair them as necessary, free of charge.  Owner notification letters were mailed April 15, 2022.  Owners may contact MBUSA customer service at 1-800-367-6372. MBUSA's number for this recall is 2022030019.",No,No,91.67
1848,2022-02,22V108000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=22V108000', 'description': 'Go to Recall'}",Tenco Inc.,Fuel Tubes May Crack and Leak Fuel,"FUEL SYSTEM, DIESEL",NR (Not Reported),Vehicle,1,"Tenco Inc. (Tenco) is recalling one TOR DR-106100 highway carrier equipped with a Cummins X12 diesel engine.  The fuel tubes between the fuel rail and the injectors for cylinders four, five, and six may fatigue and crack, which can result in a high pressure fuel leak.",A high pressure fuel leak in the presence of an ignition source can increase the risk of a fire.,"On engines with 75 miles or less, dealers will install vibration isolators to the fuel tubes.  Engines with more than 75 miles will receive new fuel tubes with vibration isolators, free of charge.  Owner notification letters were mailed on April 14, 2022.  Owners may contact Tenco's customer service at 1-450-388-1328.",No,No,0
